timestamp_utc,timestamp_epoch_s,system_cpu_percent,system_memory_used_bytes,system_memory_percent,ollama_rss_bytes,ollama_cpu_percent_normalized,gpu_utilization_percent,gpu_memory_used_mib,gpu_memory_total_mib,gpu_power_watts
2026-09-10T15:40:34.378151+00:00,1789054834.3620043,18.3,27271221248,79.7,74747904,0.0,,,,
2026-09-10T15:40:34.901364+00:00,1789054834.8857293,19.8,27285241856,79.8,74747904,0.0,,,,
2026-09-10T15:40:35.427145+00:00,1789054835.4057887,15.7,27284746240,79.8,74747904,0.0,,,,
2026-09-10T15:40:35.951009+00:00,1789054835.932591,13.2,27283542016,79.8,74747904,0.0,,,,
2026-09-10T15:40:36.490831+00:00,1789054836.4641874,11.0,27285659648,79.8,74747904,0.0,,,,
2026-09-10T15:40:37.019699+00:00,1789054836.9987886,9.3,27287584768,79.8,74747904,0.0,,,,
2026-09-10T15:40:37.543953+00:00,1789054837.523955,14.3,27328073728,79.9,74747904,0.0,,,,
2026-09-10T15:40:38.070878+00:00,1789054838.0498745,6.2,27321417728,79.9,74747904,0.0,,,,
2026-09-10T15:40:38.601012+00:00,1789054838.582502,7.8,27320430592,79.9,74747904,0.0,,,,
2026-09-10T15:40:39.117711+00:00,1789054839.1020863,49.4,27330617344,79.9,74747904,0.25060092063411943,,,,
2026-09-10T15:40:39.672076+00:00,1789054839.6397195,63.3,27273457664,79.7,74747904,0.2421880531696199,,,,
2026-09-10T15:40:40.215985+00:00,1789054840.1768615,59.8,27285671936,79.8,74747904,0.48481900144862755,,,,
2026-09-10T15:40:40.750609+00:00,1789054840.7160287,61.3,27279544320,79.7,74747904,0.2414990036544707,,,,
2026-09-10T15:40:41.270310+00:00,1789054841.2557163,61.0,27287134208,79.8,74747904,0.0,,,,
2026-09-10T15:40:41.870571+00:00,1789054841.7874563,61.0,27287629824,79.8,74747904,0.7346166107469065,,,,
2026-09-10T15:40:42.416663+00:00,1789054842.3760862,73.5,27289481216,79.8,74747904,0.22120575226764924,,,,
2026-09-10T15:40:42.949016+00:00,1789054842.9191287,56.5,27298172928,79.8,74747904,0.23977562012891745,,,,
2026-09-10T15:40:43.492231+00:00,1789054843.4642315,49.8,27296890880,79.8,74747904,0.23886930143121843,,,,
2026-09-10T15:40:44.022068+00:00,1789054843.9947202,50.7,27273330688,79.7,74747904,0.0,,,,
2026-09-10T15:40:44.565802+00:00,1789054844.5241432,57.4,27261726720,79.7,74747904,0.0,,,,
2026-09-10T15:40:45.111297+00:00,1789054845.0732968,53.4,27266703360,79.7,74747904,0.23710732536308868,,,,
2026-09-10T15:40:45.650663+00:00,1789054845.62511,51.3,27266146304,79.7,74747904,0.0,,,,
2026-09-10T15:40:46.186057+00:00,1789054846.1591046,54.5,27287363584,79.8,74747904,0.0,,,,
2026-09-10T15:40:46.730886+00:00,1789054846.6901927,52.4,27267129344,79.7,74747904,0.0,,,,
2026-09-10T15:40:47.306976+00:00,1789054847.246944,65.6,27292446720,79.8,74747904,0.0,,,,
2026-09-10T15:40:47.845710+00:00,1789054847.8207095,63.2,27305668608,79.8,74747904,0.22693649171752445,,,,
2026-09-10T15:40:48.401227+00:00,1789054848.3576448,56.8,27314847744,79.8,74747904,0.0,,,,
2026-09-10T15:40:48.940810+00:00,1789054848.916771,54.7,27309113344,79.8,74747904,0.23287827973678954,,,,
2026-09-10T15:40:49.490744+00:00,1789054849.4566386,61.0,27265306624,79.7,74747904,0.24118566069988298,,,,
2026-09-10T15:40:50.020188+00:00,1789054849.9908094,62.8,27267698688,79.7,74747904,0.4875156681804826,,,,
